time,turbine_id,temperature_2m,pressure_msl,wind_speed_100m,wind_direction_100m,air_density_kg_m3
2024-08-26 17:00:00+00:00,T08,29.24,1014.7,4.97,204,1.169
2024-08-26 18:00:00+00:00,T08,26.55,1012.8,3.27,221,1.177
2024-08-26 19:00:00+00:00,T08,25.37,1014.2,5.49,275,1.184
2024-08-26 20:00:00+00:00,T08,26.28,1010.6,4.54,158,1.176
2024-08-26 21:00:00+00:00,T08,25.17,1011.5,6.76,200,1.181
2024-08-26 22:00:00+00:00,T08,24.37,1012.4,4.51,195,1.185
2024-08-26 23:00:00+00:00,T08,22.58,1012.9,1.98,227,1.193
2024-08-27 00:00:00+00:00,T08,25.19,1015.0,4.92,199,1.185
2024-08-27 01:00:00+00:00,T08,27.17,1014.0,6.18,227,1.176
2024-08-27 02:00:00+00:00,T08,28.5,1009.8,5.26,250,1.166
2024-08-27 03:00:00+00:00,T08,27.94,1010.4,5.15,209,1.169
2024-08-27 04:00:00+00:00,T08,29.35,1010.6,8.17,217,1.164
2024-08-27 05:00:00+00:00,T08,30.9,1012.5,5.41,269,1.16
2024-08-27 06:00:00+00:00,T08,33.16,1011.9,7.02,261,1.151
2024-08-27 07:00:00+00:00,T08,32.41,1010.5,5.65,194,1.152
2024-08-27 08:00:00+00:00,T08,34.16,1008.9,3.03,290,1.144
2024-08-27 09:00:00+00:00,T08,33.79,1009.9,3.4,223,1.146
2024-08-27 10:00:00+00:00,T08,35.34,1007.5,4.11,249,1.138
2024-08-27 11:00:00+00:00,T08,33.81,1008.4,5.05,229,1.144
2024-08-27 12:00:00+00:00,T08,34.59,1010.2,2.63,226,1.144
2024-08-27 13:00:00+00:00,T08,33.17,1011.1,1.85,221,1.15
2024-08-27 14:00:00+00:00,T08,32.73,1007.9,1.87,256,1.148
2024-08-27 15:00:00+00:00,T08,31.87,1009.1,3.04,213,1.153
2024-08-27 16:00:00+00:00,T08,30.77,1010.8,2.38,204,1.159
2024-08-27 17:00:00+00:00,T08,27.15,1009.0,2.91,222,1.171
2024-08-27 18:00:00+00:00,T08,28.64,1009.2,6.71,235,1.165
2024-08-27 19:00:00+00:00,T08,26.84,1010.1,4.78,183,1.173
2024-08-27 20:00:00+00:00,T08,25.34,1009.3,3.25,248,1.178
2024-08-27 21:00:00+00:00,T08,26.16,1009.2,4.96,207,1.175
2024-08-27 22:00:00+00:00,T08,25.04,1008.6,7.5,236,1.178
2024-08-27 23:00:00+00:00,T08,26.47,1008.6,6.79,256,1.173
2024-08-28 00:00:00+00:00,T08,25.31,1008.4,6.0,233,1.177
2024-08-28 01:00:00+00:00,T08,25.65,1009.1,4.71,234,1.177
2024-08-28 02:00:00+00:00,T08,28.61,1010.1,4.25,196,1.166
2024-08-28 03:00:00+00:00,T08,30.62,1009.5,6.27,195,1.158
2024-08-28 04:00:00+00:00,T08,30.75,1009.0,7.05,159,1.157
2024-08-28 05:00:00+00:00,T08,32.47,1011.8,4.89,204,1.153
2024-08-28 06:00:00+00:00,T08,32.08,1010.8,4.91,190,1.154
2024-08-28 07:00:00+00:00,T08,32.07,1010.5,6.97,143,1.153
2024-08-28 08:00:00+00:00,T08,34.3,1010.0,3.17,210,1.144
2024-08-28 09:00:00+00:00,T08,36.16,1008.8,3.41,243,1.136
2024-08-28 10:00:00+00:00,T08,33.17,1012.1,6.3,203,1.151
2024-08-28 11:00:00+00:00,T08,34.38,1009.3,7.29,228,1.143
2024-08-28 12:00:00+00:00,T08,32.6,1009.1,6.32,196,1.15
2024-08-28 13:00:00+00:00,T08,33.54,1008.9,7.2,182,1.146
2024-08-28 14:00:00+00:00,T08,33.26,1010.1,7.36,197,1.148
2024-08-28 15:00:00+00:00,T08,30.48,1010.5,6.9,196,1.159
2024-08-28 16:00:00+00:00,T08,29.5,1012.0,5.03,174,1.165
2024-08-28 17:00:00+00:00,T08,30.06,1011.0,9.14,231,1.162
2024-08-28 18:00:00+00:00,T08,27.38,1009.4,7.87,209,1.17
2024-08-28 19:00:00+00:00,T08,25.23,1010.9,7.23,189,1.18
2024-08-28 20:00:00+00:00,T08,24.76,1012.2,4.34,213,1.184
2024-08-28 21:00:00+00:00,T08,23.16,1011.1,6.95,213,1.189
2024-08-28 22:00:00+00:00,T08,25.91,1011.4,3.23,227,1.178
2024-08-28 23:00:00+00:00,T08,24.42,1012.4,6.21,248,1.185
2024-08-29 00:00:00+00:00,T08,26.44,1013.9,3.36,206,1.179
2024-08-29 01:00:00+00:00,T08,27.55,1012.4,6.48,191,1.173
2024-08-29 02:00:00+00:00,T08,27.15,1011.2,8.93,254,1.173
2024-08-29 03:00:00+00:00,T08,28.58,1011.9,7.57,290,1.168
2024-08-29 04:00:00+00:00,T08,30.78,1013.3,10.27,211,1.162
2024-08-29 05:00:00+00:00,T08,31.23,1011.0,6.82,212,1.157
2024-08-29 06:00:00+00:00,T08,32.92,1014.0,7.08,201,1.154
2024-08-29 07:00:00+00:00,T08,31.78,1012.7,6.1,239,1.157
2024-08-29 08:00:00+00:00,T08,35.25,1013.7,7.26,235,1.145
2024-08-29 09:00:00+00:00,T08,34.39,1014.1,5.98,231,1.149
2024-08-29 10:00:00+00:00,T08,33.16,1013.7,7.03,258,1.153
2024-08-29 11:00:00+00:00,T08,34.29,1015.2,8.1,219,1.15
2024-08-29 12:00:00+00:00,T08,34.75,1013.8,5.32,221,1.147
2024-08-29 13:00:00+00:00,T08,35.19,1014.2,3.29,210,1.146
2024-08-29 14:00:00+00:00,T08,32.17,1014.9,5.61,270,1.158
2024-08-29 15:00:00+00:00,T08,29.99,1015.1,6.63,261,1.167
2024-08-29 16:00:00+00:00,T08,31.75,1015.3,5.31,262,1.16
2024-08-29 17:00:00+00:00,T08,28.9,1014.0,4.32,214,1.17
2024-08-29 18:00:00+00:00,T08,26.94,1015.8,5.34,268,1.179
2024-08-29 19:00:00+00:00,T08,25.29,1015.7,6.33,235,1.186
2024-08-29 20:00:00+00:00,T08,24.72,1017.0,0.72,255,1.189
2024-08-29 21:00:00+00:00,T08,26.56,1014.2,6.78,242,1.179
2024-08-29 22:00:00+00:00,T08,24.88,1015.0,6.05,214,1.186
2024-08-29 23:00:00+00:00,T08,25.0,1014.3,5.83,215,1.185
2024-08-30 00:00:00+00:00,T08,25.26,1013.5,4.19,181,1.183
2024-08-30 01:00:00+00:00,T08,27.7,1015.1,5.56,210,1.175
2024-08-30 02:00:00+00:00,T08,26.9,1016.0,6.45,204,1.18
2024-08-30 03:00:00+00:00,T08,29.11,1014.0,3.66,183,1.169
2024-08-30 04:00:00+00:00,T08,30.42,1013.8,6.51,214,1.163
2024-08-30 05:00:00+00:00,T08,31.48,1013.4,5.61,239,1.159
2024-08-30 06:00:00+00:00,T08,31.93,1016.1,8.34,193,1.16
2024-08-30 07:00:00+00:00,T08,34.25,1013.7,6.36,178,1.149
2024-08-30 08:00:00+00:00,T08,35.56,1014.6,5.44,182,1.145
2024-08-30 09:00:00+00:00,T08,34.84,1013.2,5.04,199,1.146
2024-08-30 10:00:00+00:00,T08,34.37,1014.3,5.89,249,1.149
2024-08-30 11:00:00+00:00,T08,33.51,1014.4,4.67,208,1.152
2024-08-30 12:00:00+00:00,T08,34.27,1011.4,5.18,202,1.146
2024-08-30 13:00:00+00:00,T08,33.1,1014.0,3.0,171,1.153
2024-08-30 14:00:00+00:00,T08,32.33,1014.4,2.01,206,1.157
2024-08-30 15:00:00+00:00,T08,31.21,1011.8,2.8,220,1.158
2024-08-30 16:00:00+00:00,T08,28.78,1013.5,1.3,189,1.169
2024-08-30 17:00:00+00:00,T08,29.55,1013.1,2.88,210,1.166
2024-08-30 18:00:00+00:00,T08,27.44,1012.1,4.5,186,1.173
2024-08-30 19:00:00+00:00,T08,26.23,1012.8,1.76,221,1.179
2024-08-30 20:00:00+00:00,T08,25.92,1010.5,2.64,240,1.177
2024-08-30 21:00:00+00:00,T08,26.27,1013.6,6.59,219,1.179
2024-08-30 22:00:00+00:00,T08,25.1,1013.9,4.6,227,1.184
2024-08-30 23:00:00+00:00,T08,24.75,1010.6,6.36,217,1.182
2024-08-31 00:00:00+00:00,T08,26.76,1011.9,4.34,200,1.175
2024-08-31 01:00:00+00:00,T08,26.32,1013.2,5.14,204,1.179
2024-08-31 02:00:00+00:00,T08,27.0,1011.7,6.41,213,1.174
2024-08-31 03:00:00+00:00,T08,27.24,1010.8,9.6,225,1.172
2024-08-31 04:00:00+00:00,T08,29.91,1010.2,7.95,224,1.161
2024-08-31 05:00:00+00:00,T08,30.39,1010.6,4.37,253,1.16
2024-08-31 06:00:00+00:00,T08,31.92,1009.7,7.71,252,1.153
2024-08-31 07:00:00+00:00,T08,33.85,1011.0,8.25,271,1.147
2024-08-31 08:00:00+00:00,T08,34.17,1009.3,8.18,253,1.144
2024-08-31 09:00:00+00:00,T08,35.75,1011.4,4.77,230,1.141
2024-08-31 10:00:00+00:00,T08,35.29,1010.1,6.17,244,1.141
2024-08-31 11:00:00+00:00,T08,33.97,1009.9,9.47,205,1.146
2024-08-31 12:00:00+00:00,T08,34.01,1009.1,4.33,278,1.145
2024-08-31 13:00:00+00:00,T08,33.15,1008.7,5.98,220,1.147
2024-08-31 14:00:00+00:00,T08,33.29,1008.7,4.22,221,1.147
2024-08-31 15:00:00+00:00,T08,31.22,1008.3,3.61,292,1.154
2024-08-31 16:00:00+00:00,T08,29.39,1008.8,4.83,207,1.162
2024-08-31 17:00:00+00:00,T08,29.4,1009.9,6.88,220,1.163
2024-08-31 18:00:00+00:00,T08,27.52,1010.3,6.71,231,1.171
2024-08-31 19:00:00+00:00,T08,25.89,1008.9,4.51,221,1.175
2024-08-31 20:00:00+00:00,T08,24.2,1007.9,5.22,225,1.181
2024-08-31 21:00:00+00:00,T08,25.35,1008.6,4.75,235,1.177
2024-08-31 22:00:00+00:00,T08,25.09,1009.3,3.8,240,1.179
2024-08-31 23:00:00+00:00,T08,25.34,1010.0,7.47,223,1.179
2024-08-01 00:00:00+00:00,T09,25.53,1011.6,5.51,262,1.18
2024-08-01 01:00:00+00:00,T09,28.03,1011.6,6.04,259,1.17
2024-08-01 02:00:00+00:00,T09,26.75,1013.1,5.5,219,1.177
2024-08-01 03:00:00+00:00,T09,27.85,1012.9,6.84,264,1.172
2024-08-01 04:00:00+00:00,T09,28.99,1012.6,8.27,263,1.168
2024-08-01 05:00:00+00:00,T09,30.16,1013.1,2.47,221,1.164
2024-08-01 06:00:00+00:00,T09,32.09,1012.1,7.92,231,1.155
2024-08-01 07:00:00+00:00,T09,32.58,1013.4,5.83,229,1.155
2024-08-01 08:00:00+00:00,T09,36.06,1014.3,3.67,241,1.143
2024-08-01 09:00:00+00:00,T09,34.88,1012.8,7.05,286,1.145
2024-08-01 10:00:00+00:00,T09,35.34,1014.7,6.11,212,1.146
2024-08-01 11:00:00+00:00,T09,36.2,1014.6,6.85,205,1.143
2024-08-01 12:00:00+00:00,T09,35.62,1015.1,3.51,264,1.145
2024-08-01 13:00:00+00:00,T09,33.11,1014.9,8.79,236,1.154
2024-08-01 14:00:00+00:00,T09,32.77,1013.8,5.44,196,1.155
2024-08-01 15:00:00+00:00,T09,31.7,1013.4,5.0,214,1.158
2024-08-01 16:00:00+00:00,T09,29.71,1015.2,7.44,219,1.168
2024-08-01 17:00:00+00:00,T09,27.06,1012.7,6.37,222,1.175
2024-08-01 18:00:00+00:00,T09,28.1,1014.4,6.81,249,1.173
2024-08-01 19:00:00+00:00,T09,27.26,1015.1,7.32,265,1.177
2024-08-01 20:00:00+00:00,T09,26.13,1016.1,2.35,227,1.183
2024-08-01 21:00:00+00:00,T09,24.44,1014.4,8.92,235,1.188
2024-08-01 22:00:00+00:00,T09,24.62,1014.2,6.17,214,1.186
2024-08-01 23:00:00+00:00,T09,24.33,1013.9,7.42,254,1.187
2024-08-02 00:00:00+00:00,T09,25.43,1014.3,8.0,253,1.183
2024-08-02 01:00:00+00:00,T09,27.27,1015.0,6.08,215,1.177
2024-08-02 02:00:00+00:00,T09,28.7,1014.3,7.75,197,1.171
2024-08-02 03:00:00+00:00,T09,29.05,1014.7,8.44,263,1.17
2024-08-02 04:00:00+00:00,T09,30.5,1014.3,7.56,234,1.164
2024-08-02 05:00:00+00:00,T09,31.86,1015.0,8.1,185,1.159
2024-08-02 06:00:00+00:00,T09,32.53,1015.6,4.74,163,1.157
2024-08-02 07:00:00+00:00,T09,33.63,1013.1,4.9,206,1.15
2024-08-02 08:00:00+00:00,T09,33.65,1014.5,4.93,234,1.152
2024-08-02 09:00:00+00:00,T09,34.88,1016.2,6.34,188,1.149
2024-08-02 10:00:00+00:00,T09,37.18,1014.9,11.33,202,1.139
2024-08-02 11:00:00+00:00,T09,35.81,1013.1,5.85,187,1.142
2024-08-02 12:00:00+00:00,T09,33.52,1014.7,4.57,219,1.153
2024-08-02 13:00:00+00:00,T09,32.91,1013.0,4.38,237,1.153
2024-08-02 14:00:00+00:00,T09,31.92,1013.2,6.25,168,1.157
2024-08-02 15:00:00+00:00,T09,31.87,1015.1,4.73,197,1.159
2024-08-02 16:00:00+00:00,T09,30.02,1014.9,2.35,208,1.166
2024-08-02 17:00:00+00:00,T09,27.34,1011.3,5.28,184,1.172
2024-08-02 18:00:00+00:00,T09,27.89,1014.1,3.71,175,1.174
2024-08-02 19:00:00+00:00,T09,25.86,1015.3,5.4,221,1.183
2024-08-02 20:00:00+00:00,T09,27.07,1012.4,1.3,215,1.175
2024-08-02 21:00:00+00:00,T09,25.45,1013.0,2.26,223,1.182
2024-08-02 22:00:00+00:00,T09,26.73,1013.2,5.6,251,1.177
2024-08-02 23:00:00+00:00,T09,25.1,1011.3,2.08,210,1.181
2024-08-03 00:00:00+00:00,T09,25.68,1012.5,6.02,247,1.18
2024-08-03 01:00:00+00:00,T09,26.89,1012.4,5.65,220,1.175
2024-08-03 02:00:00+00:00,T09,28.61,1009.7,5.35,227,1.166
2024-08-03 03:00:00+00:00,T09,29.42,1011.3,6.34,241,1.164
2024-08-03 04:00:00+00:00,T09,28.86,1010.6,6.0,224,1.166
2024-08-03 05:00:00+00:00,T09,31.29,1011.8,6.27,199,1.158
2024-08-03 06:00:00+00:00,T09,32.45,1013.4,4.7,277,1.155
2024-08-03 07:00:00+00:00,T09,33.26,1011.7,4.86,238,1.15
2024-08-03 08:00:00+00:00,T09,33.72,1010.1,9.08,216,1.147
2024-08-03 09:00:00+00:00,T09,36.34,1010.6,6.5,181,1.138
2024-08-03 10:00:00+00:00,T09,34.56,1009.9,5.25,243,1.143
2024-08-03 11:00:00+00:00,T09,33.95,1010.8,5.1,255,1.147
2024-08-03 12:00:00+00:00,T09,34.74,1008.1,3.11,259,1.141
2024-08-03 13:00:00+00:00,T09,33.51,1008.2,4.44,263,1.145
2024-08-03 14:00:00+00:00,T09,32.19,1007.5,3.06,235,1.15
2024-08-03 15:00:00+00:00,T09,31.96,1010.1,5.02,257,1.153
2024-08-03 16:00:00+00:00,T09,30.76,1009.1,2.77,204,1.157
2024-08-03 17:00:00+00:00,T09,29.01,1009.4,0.14,240,1.164
2024-08-03 18:00:00+00:00,T09,28.69,1008.3,2.65,258,1.164
2024-08-03 19:00:00+00:00,T09,26.76,1008.3,5.38,211,1.171
2024-08-03 20:00:00+00:00,T09,25.02,1007.5,8.04,227,1.177
2024-08-03 21:00:00+00:00,T09,24.86,1008.6,6.68,228,1.179
2024-08-03 22:00:00+00:00,T09,24.86,1009.4,3.88,231,1.18
2024-08-03 23:00:00+00:00,T09,25.64,1010.2,5.27,263,1.178
2024-08-04 00:00:00+00:00,T09,24.6,1009.5,4.57,193,1.181
2024-08-04 01:00:00+00:00,T09,24.91,1008.6,6.49,260,1.179
2024-08-04 02:00:00+00:00,T09,27.85,1009.0,5.66,186,1.168
2024-08-04 03:00:00+00:00,T09,27.6,1010.8,4.42,195,1.171
2024-08-04 04:00:00+00:00,T09,28.15,1009.1,7.71,196,1.167
2024-08-04 05:00:00+00:00,T09,31.39,1009.7,7.55,208,1.155
2024-08-04 06:00:00+00:00,T09,31.7,1010.4,6.88,193,1.155
2024-08-04 07:00:00+00:00,T09,33.65,1011.2,7.48,214,1.148
2024-08-04 08:00:00+00:00,T09,33.54,1008.0,9.47,205,1.145
2024-08-04 09:00:00+00:00,T09,33.79,1008.7,6.71,253,1.145
2024-08-04 10:00:00+00:00,T09,33.79,1007.8,5.47,210,1.144
2024-08-04 11:00:00+00:00,T09,34.66,1009.6,7.87,197,1.143
2024-08-04 12:00:00+00:00,T09,34.12,1009.5,3.31,218,1.145
2024-08-04 13:00:00+00:00,T09,33.09,1010.1,6.85,220,1.149
2024-08-04 14:00:00+00:00,T09,32.36,1009.6,4.24,201,1.151
2024-08-04 15:00:00+00:00,T09,30.1,1011.2,3.83,167,1.162
2024-08-04 16:00:00+00:00,T09,30.31,1010.1,5.68,189,1.16
2024-08-04 17:00:00+00:00,T09,27.11,1009.6,8.3,211,1.171
2024-08-04 18:00:00+00:00,T09,27.19,1012.0,4.49,227,1.174
2024-08-04 19:00:00+00:00,T09,26.99,1010.2,7.25,222,1.172
2024-08-04 20:00:00+00:00,T09,26.69,1009.6,6.21,202,1.173
2024-08-04 21:00:00+00:00,T09,27.3,1014.0,3.74,233,1.176
2024-08-04 22:00:00+00:00,T09,23.62,1011.2,7.59,204,1.187
2024-08-04 23:00:00+00:00,T09,25.66,1011.9,5.18,219,1.18
2024-08-05 00:00:00+00:00,T09,26.86,1011.4,4.38,251,1.174
2024-08-05 01:00:00+00:00,T09,27.53,1012.8,6.38,249,1.173
2024-08-05 02:00:00+00:00,T09,26.59,1013.4,5.93,262,1.178
2024-08-05 03:00:00+00:00,T09,29.21,1012.8,8.2,210,1.167
2024-08-05 04:00:00+00:00,T09,31.41,1013.4,6.17,245,1.159
2024-08-05 05:00:00+00:00,T09,29.93,1012.9,9.38,205,1.164
2024-08-05 06:00:00+00:00,T09,33.23,1011.5,7.27,262,1.15
2024-08-05 07:00:00+00:00,T09,34.48,1013.7,5.07,220,1.148
2024-08-05 08:00:00+00:00,T09,33.48,1015.8,5.32,208,1.154
2024-08-05 09:00:00+00:00,T09,35.02,1014.2,6.47,229,1.147
2024-08-05 10:00:00+00:00,T09,33.75,1013.5,2.78,249,1.15
2024-08-05 11:00:00+00:00,T09,34.34,1015.1,2.48,191,1.15
2024-08-05 12:00:00+00:00,T09,33.54,1013.4,3.82,209,1.151
2024-08-05 13:00:00+00:00,T09,34.19,1013.9,5.81,256,1.149
2024-08-05 14:00:00+00:00,T09,32.65,1013.6,4.35,246,1.155
2024-08-05 15:00:00+00:00,T09,32.52,1014.3,4.18,236,1.156
2024-08-05 16:00:00+00:00,T09,28.56,1014.3,3.68,195,1.171
2024-08-05 17:00:00+00:00,T09,28.73,1014.4,0.46,281,1.171
2024-08-05 18:00:00+00:00,T09,28.6,1015.5,3.03,271,1.172
2024-08-05 19:00:00+00:00,T09,27.01,1016.7,1.2,257,1.18
2024-08-05 20:00:00+00:00,T09,24.49,1016.4,5.42,199,1.19
2024-08-05 21:00:00+00:00,T09,25.58,1014.1,3.88,243,1.183
2024-08-05 22:00:00+00:00,T09,24.31,1014.7,4.55,257,1.188
2024-08-05 23:00:00+00:00,T09,25.59,1013.9,5.69,212,1.182
2024-08-06 00:00:00+00:00,T09,25.96,1014.3,5.59,222,1.181
2024-08-06 01:00:00+00:00,T09,27.55,1015.4,6.19,211,1.176
2024-08-06 02:00:00+00:00,T09,27.64,1015.3,6.15,236,1.176
2024-08-06 03:00:00+00:00,T09,27.01,1015.0,4.75,208,1.178
2024-08-06 04:00:00+00:00,T09,28.71,1015.4,3.89,200,1.172
2024-08-06 05:00:00+00:00,T09,31.59,1015.4,6.17,175,1.161
2024-08-06 06:00:00+00:00,T09,32.56,1014.7,8.0,169,1.156
2024-08-06 07:00:00+00:00,T09,34.87,1013.2,6.5,221,1.146
2024-08-06 08:00:00+00:00,T09,34.63,1016.1,4.94,245,1.15
2024-08-06 09:00:00+00:00,T09,34.52,1015.9,5.3,222,1.15
2024-08-06 10:00:00+00:00,T09,36.0,1012.9,3.82,247,1.141
2024-08-06 11:00:00+00:00,T09,34.06,1012.9,4.56,190,1.149
2024-08-06 12:00:00+00:00,T09,32.42,1013.7,3.49,194,1.156
2024-08-06 13:00:00+00:00,T09,35.35,1013.7,4.18,213,1.145
2024-08-06 14:00:00+00:00,T09,30.87,1014.9,6.58,199,1.163
2024-08-06 15:00:00+00:00,T09,32.05,1014.5,5.1,247,1.158
2024-08-06 16:00:00+00:00,T09,30.9,1014.4,5.74,173,1.162
2024-08-06 17:00:00+00:00,T09,28.8,1014.6,2.9,194,1.171
2024-08-06 18:00:00+00:00,T09,26.03,1014.9,3.25,193,1.182
2024-08-06 19:00:00+00:00,T09,27.32,1013.3,4.05,192,1.175
2024-08-06 20:00:00+00:00,T09,24.07,1013.2,5.48,238,1.188
2024-08-06 21:00:00+00:00,T09,23.87,1012.2,4.91,165,1.187
2024-08-06 22:00:00+00:00,T09,24.75,1010.9,6.92,244,1.182
2024-08-06 23:00:00+00:00,T09,25.9,1012.0,4.94,241,1.179
2024-08-07 00:00:00+00:00,T09,26.18,1014.8,7.98,228,1.181
2024-08-07 01:00:00+00:00,T09,27.11,1011.4,7.81,263,1.174
2024-08-07 02:00:00+00:00,T09,27.31,1011.1,4.99,294,1.172
2024-08-07 03:00:00+00:00,T09,28.57,1013.0,7.89,234,1.17
2024-08-07 04:00:00+00:00,T09,29.03,1011.1,6.86,252,1.166
2024-08-07 05:00:00+00:00,T09,31.28,1010.4,8.25,241,1.156
2024-08-07 06:00:00+00:00,T09,32.84,1012.5,6.47,250,1.153
2024-08-07 07:00:00+00:00,T09,33.11,1011.1,7.73,227,1.15
2024-08-07 08:00:00+00:00,T09,35.01,1010.6,7.5,217,1.142
2024-08-07 09:00:00+00:00,T09,34.52,1009.5,2.0,252,1.143
2024-08-07 10:00:00+00:00,T09,34.62,1010.6,3.3,226,1.144
2024-08-07 11:00:00+00:00,T09,34.74,1010.7,6.17,262,1.144
2024-08-07 12:00:00+00:00,T09,33.65,1010.5,5.57,260,1.147
2024-08-07 13:00:00+00:00,T09,33.88,1010.3,7.41,230,1.146
2024-08-07 14:00:00+00:00,T09,32.35,1010.2,6.2,252,1.152
2024-08-07 15:00:00+00:00,T09,32.99,1010.3,3.69,250,1.15
2024-08-07 16:00:00+00:00,T09,29.65,1010.2,6.02,239,1.162
2024-08-07 17:00:00+00:00,T09,28.12,1008.7,3.98,267,1.166
2024-08-07 18:00:00+00:00,T09,26.71,1011.1,5.05,237,1.175
2024-08-07 19:00:00+00:00,T09,26.33,1009.4,4.64,244,1.174
2024-08-07 20:00:00+00:00,T09,26.34,1008.6,6.08,185,1.173
2024-08-07 21:00:00+00:00,T09,24.59,1007.5,3.79,244,1.179
2024-08-07 22:00:00+00:00,T09,25.12,1008.7,4.53,186,1.178
2024-08-07 23:00:00+00:00,T09,26.14,1007.5,3.17,217,1.173
2024-08-08 00:00:00+00:00,T09,25.44,1009.8,10.29,266,1.178
2024-08-08 01:00:00+00:00,T09,25.72,1009.2,5.79,266,1.176
2024-08-08 02:00:00+00:00,T09,28.42,1007.8,5.5,209,1.164
2024-08-08 03:00:00+00:00,T09,28.6,1010.1,5.74,178,1.166
2024-08-08 04:00:00+00:00,T09,30.19,1009.4,6.12,224,1.159
2024-08-08 05:00:00+00:00,T09,32.21,1010.7,6.79,198,1.153
2024-08-08 06:00:00+00:00,T09,33.8,1010.4,7.46,217,1.147
2024-08-08 07:00:00+00:00,T09,33.39,1008.9,6.97,169,1.147
2024-08-08 08:00:00+00:00,T09,33.72,1008.8,7.1,232,1.145
2024-08-08 09:00:00+00:00,T09,35.34,1009.0,4.71,249,1.139
2024-08-08 10:00:00+00:00,T09,35.2,1010.2,5.43,164,1.141
2024-08-08 11:00:00+00:00,T09,33.27,1012.1,6.91,183,1.151
2024-08-08 12:00:00+00:00,T09,35.52,1011.4,5.28,186,1.141
2024-08-08 13:00:00+00:00,T09,33.68,1011.7,5.18,222,1.149
2024-08-08 14:00:00+00:00,T09,33.12,1011.4,1.19,149,1.15
2024-08-08 15:00:00+00:00,T09,30.11,1009.0,4.74,207,1.159
2024-08-08 16:00:00+00:00,T09,31.14,1010.4,4.39,200,1.157
2024-08-08 17:00:00+00:00,T09,28.11,1009.5,5.68,178,1.167
2024-08-08 18:00:00+00:00,T09,27.38,1011.9,0.02,230,1.173
2024-08-08 19:00:00+00:00,T09,25.34,1013.4,4.24,168,1.183
2024-08-08 20:00:00+00:00,T09,25.69,1010.9,3.91,179,1.178
2024-08-08 21:00:00+00:00,T09,24.83,1012.4,4.76,197,1.184
2024-08-08 22:00:00+00:00,T09,25.1,1012.0,3.64,239,1.182
2024-08-08 23:00:00+00:00,T09,25.36,1010.9,5.46,215,1.18
2024-08-09 00:00:00+00:00,T09,25.65,1011.6,5.85,207,1.179
2024-08-09 01:00:00+00:00,T09,27.38,1011.3,5.26,231,1.172
2024-08-09 02:00:00+00:00,T09,26.99,1013.2,5.1,211,1.176
2024-08-09 03:00:00+00:00,T09,28.03,1011.2,5.0,209,1.17
2024-08-09 04:00:00+00:00,T09,29.6,1013.9,5.22,225,1.167
2024-08-09 05:00:00+00:00,T09,32.31,1013.5,5.94,245,1.156
2024-08-09 06:00:00+00:00,T09,33.42,1013.9,4.52,305,1.152
2024-08-09 07:00:00+00:00,T09,34.41,1015.0,2.49,211,1.15
2024-08-09 08:00:00+00:00,T09,32.99,1012.8,7.01,247,1.153
2024-08-09 09:00:00+00:00,T09,34.9,1013.4,2.04,233,1.146
2024-08-09 10:00:00+00:00,T09,36.33,1014.7,4.77,236,1.142
2024-08-09 11:00:00+00:00,T09,35.05,1012.7,2.46,280,1.145
2024-08-09 12:00:00+00:00,T09,33.61,1012.9,3.82,265,1.15
2024-08-09 13:00:00+00:00,T09,33.63,1014.1,2.3,259,1.152
2024-08-09 14:00:00+00:00,T09,32.11,1014.5,3.64,220,1.158
2024-08-09 15:00:00+00:00,T09,31.64,1013.5,2.09,216,1.158
2024-08-09 16:00:00+00:00,T09,29.99,1013.7,1.62,249,1.165
2024-08-09 17:00:00+00:00,T09,29.86,1015.9,4.07,223,1.168
2024-08-09 18:00:00+00:00,T09,27.97,1016.8,5.74,214,1.176
2024-08-09 19:00:00+00:00,T09,25.62,1012.4,4.37,256,1.181
2024-08-09 20:00:00+00:00,T09,25.78,1016.2,4.51,202,1.184
2024-08-09 21:00:00+00:00,T09,25.84,1015.6,2.83,213,1.183
2024-08-09 22:00:00+00:00,T09,24.51,1013.7,4.61,246,1.186
2024-08-09 23:00:00+00:00,T09,24.79,1014.2,6.26,221,1.186
2024-08-10 00:00:00+00:00,T09,23.64,1015.5,5.07,241,1.192
2024-08-10 01:00:00+00:00,T09,27.07,1014.6,7.91,202,1.177
2024-08-10 02:00:00+00:00,T09,26.55,1015.5,5.9,234,1.18
2024-08-10 03:00:00+00:00,T09,26.82,1015.0,7.38,192,1.179
2024-08-10 04:00:00+00:00,T09,28.38,1015.2,6.42,248,1.173
2024-08-10 05:00:00+00:00,T09,31.12,1015.9,6.86,234,1.163
2024-08-10 06:00:00+00:00,T09,32.91,1015.4,7.41,216,1.156
2024-08-10 07:00:00+00:00,T09,33.46,1014.8,7.4,252,1.153
2024-08-10 08:00:00+00:00,T09,34.56,1016.3,7.23,217,1.151
2024-08-10 09:00:00+00:00,T09,34.25,1016.9,4.87,196,1.152
2024-08-10 10:00:00+00:00,T09,33.47,1014.4,5.19,241,1.153
2024-08-10 11:00:00+00:00,T09,35.83,1013.3,6.31,207,1.143
2024-08-10 12:00:00+00:00,T09,34.54,1016.5,3.01,235,1.151
2024-08-10 13:00:00+00:00,T09,33.49,1013.8,6.93,213,1.152
