time,turbine_id,temperature_2m,pressure_msl,wind_speed_100m,wind_direction_100m,air_density_kg_m3,expected_power_kw,actual_power_kw,nacelle_temp_c,vibration_mm_s,alert,hour
2024-08-23 13:00:00+00:00,T10,32.02,1009.3,2.53,239,1.152,0.0,0.0,43.6,2.38,Normal,13
2024-08-23 14:00:00+00:00,T10,32.9,1008.8,3.68,271,1.148,1.4,0.0,41.9,2.8,Normal,14
2024-08-23 15:00:00+00:00,T10,30.48,1011.2,5.08,252,1.16,38.8,0.0,41.7,1.54,Normal,15
2024-08-23 16:00:00+00:00,T10,31.02,1009.0,4.11,251,1.156,5.9,0.0,40.0,2.35,Normal,16
2024-08-23 17:00:00+00:00,T10,29.93,1007.8,5.97,235,1.158,112.9,74.2,38.1,3.02,Normal,17
2024-08-23 18:00:00+00:00,T10,27.39,1009.4,2.05,268,1.17,0.0,103.7,38.4,2.57,Normal,18
2024-08-23 19:00:00+00:00,T10,28.26,1009.2,5.64,216,1.166,79.3,77.3,36.6,3.56,Normal,19
2024-08-23 20:00:00+00:00,T10,26.2,1010.3,4.73,220,1.176,22.3,0.0,36.5,4.15,Normal,20
2024-08-23 21:00:00+00:00,T10,26.63,1010.0,4.66,188,1.174,19.7,0.0,36.3,3.58,Normal,21
2024-08-23 22:00:00+00:00,T10,24.32,1007.6,6.61,194,1.18,202.7,74.1,35.1,2.82,Normal,22
2024-08-23 23:00:00+00:00,T10,25.97,1008.3,4.5,245,1.174,14.5,271.7,38.5,5.58,Normal,23
2024-08-24 00:00:00+00:00,T10,24.68,1009.0,6.2,220,1.18,141.2,428.3,37.4,3.15,Normal,0
2024-08-24 01:00:00+00:00,T10,27.14,1008.2,6.33,167,1.17,159.1,289.5,37.9,1.92,Normal,1
2024-08-24 02:00:00+00:00,T10,27.03,1009.6,6.18,219,1.172,138.5,32.8,36.1,3.59,Normal,2
2024-08-24 03:00:00+00:00,T10,28.98,1009.9,6.59,204,1.164,199.3,75.1,40.9,2.49,Normal,3
2024-08-24 04:00:00+00:00,T10,30.61,1009.4,7.59,182,1.158,416.6,647.8,45.5,2.03,Normal,4
2024-08-24 05:00:00+00:00,T10,31.26,1007.6,6.77,214,1.153,230.8,229.2,42.0,3.47,Normal,5
2024-08-24 06:00:00+00:00,T10,32.26,1007.4,4.88,197,1.149,28.6,63.5,44.2,3.26,Normal,6
2024-08-24 07:00:00+00:00,T10,34.26,1010.6,8.8,209,1.145,840.6,911.8,52.2,2.32,Normal,7
2024-08-24 08:00:00+00:00,T10,34.77,1008.5,4.75,226,1.141,23.1,189.0,46.1,2.56,Normal,8
2024-08-24 09:00:00+00:00,T10,33.28,1009.6,5.77,178,1.148,91.6,0.0,42.1,4.77,Normal,9
2024-08-24 10:00:00+00:00,T10,35.49,1010.9,3.24,224,1.141,0.1,0.0,45.6,3.04,Normal,10
2024-08-24 11:00:00+00:00,T10,35.53,1009.1,0.89,191,1.139,0.0,82.5,44.7,3.47,Normal,11
2024-08-24 12:00:00+00:00,T10,33.6,1009.1,2.78,196,1.146,0.0,0.0,42.6,3.44,Normal,12
2024-08-24 13:00:00+00:00,T10,34.13,1010.0,3.83,232,1.145,2.5,126.4,45.0,2.32,Normal,13
2024-08-24 14:00:00+00:00,T10,31.55,1009.5,4.53,209,1.154,15.4,0.0,41.6,2.1,Normal,14
2024-08-24 15:00:00+00:00,T10,32.36,1010.7,3.68,190,1.152,1.4,92.1,39.9,2.69,Normal,15
2024-08-24 16:00:00+00:00,T10,30.02,1010.7,4.78,201,1.161,24.3,57.6,40.5,3.01,Normal,16
2024-08-24 17:00:00+00:00,T10,29.11,1010.3,5.61,207,1.164,76.6,19.3,39.7,2.92,Normal,17
2024-08-24 18:00:00+00:00,T10,28.44,1011.0,5.63,170,1.168,78.4,0.0,37.8,3.22,Normal,18
2024-08-24 19:00:00+00:00,T10,25.86,1010.6,3.97,222,1.177,3.9,0.0,33.5,2.15,Normal,19
2024-08-24 20:00:00+00:00,T10,26.17,1010.1,4.77,213,1.176,23.9,0.0,36.5,3.5,Normal,20
2024-08-24 21:00:00+00:00,T10,24.35,1011.5,4.76,176,1.185,23.5,0.0,34.1,2.91,Normal,21
2024-08-24 22:00:00+00:00,T10,24.69,1011.2,4.41,184,1.183,12.1,320.3,34.9,2.86,Normal,22
2024-08-24 23:00:00+00:00,T10,23.82,1010.1,7.33,240,1.185,349.7,393.2,37.8,3.31,Normal,23
2024-08-25 00:00:00+00:00,T10,25.89,1011.6,4.37,186,1.178,11.1,316.8,38.4,1.99,Normal,0
2024-08-25 01:00:00+00:00,T10,27.51,1012.5,6.35,283,1.173,162.0,95.3,37.8,4.68,Normal,1
2024-08-25 02:00:00+00:00,T10,27.76,1012.0,6.78,199,1.172,232.7,189.7,38.5,3.36,Normal,2
2024-08-25 03:00:00+00:00,T10,29.6,1010.8,3.81,233,1.163,2.3,113.3,40.6,1.18,Normal,3
2024-08-25 04:00:00+00:00,T10,29.11,1012.8,8.35,173,1.167,659.7,460.6,41.3,3.07,Normal,4
2024-08-25 05:00:00+00:00,T10,30.52,1013.4,6.64,232,1.163,207.8,314.0,41.6,2.56,Normal,5
2024-08-25 06:00:00+00:00,T10,31.93,1013.3,7.58,218,1.157,413.9,522.4,46.1,3.22,Normal,6
2024-08-25 07:00:00+00:00,T10,34.17,1013.6,6.42,248,1.149,172.3,106.6,45.7,2.8,Normal,7
2024-08-25 08:00:00+00:00,T10,34.39,1012.6,4.39,242,1.147,11.6,2.2,43.5,2.96,Normal,8
2024-08-25 09:00:00+00:00,T10,34.89,1014.3,7.0,235,1.147,275.7,375.0,49.3,3.15,Normal,9
2024-08-25 10:00:00+00:00,T10,35.49,1013.2,6.53,295,1.144,189.5,535.6,48.1,1.53,Normal,10
2024-08-25 11:00:00+00:00,T10,34.72,1015.6,7.04,259,1.149,284.1,542.8,47.7,2.85,Normal,11
2024-08-25 12:00:00+00:00,T10,34.0,1013.7,6.43,218,1.15,173.8,30.9,43.1,2.73,Normal,12
2024-08-25 13:00:00+00:00,T10,34.88,1014.7,3.3,244,1.148,0.1,0.0,47.2,2.87,Normal,13
2024-08-25 14:00:00+00:00,T10,31.85,1013.1,7.08,168,1.157,292.6,387.0,47.3,2.77,Normal,14
2024-08-25 15:00:00+00:00,T10,31.58,1013.6,6.56,217,1.159,194.4,0.0,42.6,2.83,Normal,15
2024-08-25 16:00:00+00:00,T10,31.52,1013.7,6.25,273,1.159,147.9,0.0,40.7,2.29,Normal,16
2024-08-25 17:00:00+00:00,T10,28.31,1015.8,6.19,221,1.174,139.8,255.6,40.7,3.32,Normal,17
2024-08-25 18:00:00+00:00,T10,27.67,1015.2,4.76,241,1.176,23.5,152.0,38.8,2.54,Normal,18
2024-08-25 19:00:00+00:00,T10,26.26,1015.4,6.63,201,1.181,206.1,98.8,37.6,3.4,Normal,19
2024-08-25 20:00:00+00:00,T10,27.63,1013.5,5.08,254,1.174,38.8,0.0,35.0,2.24,Normal,20
2024-08-25 21:00:00+00:00,T10,23.42,1015.8,10.82,230,1.193,1236.1,1386.4,44.1,2.98,Normal,21
2024-08-25 22:00:00+00:00,T10,24.18,1014.3,5.95,219,1.188,110.6,52.2,36.9,2.04,Normal,22
2024-08-25 23:00:00+00:00,T10,24.43,1016.5,5.3,250,1.19,52.4,0.0,33.5,2.83,Normal,23
2024-08-26 00:00:00+00:00,T10,27.1,1017.3,6.77,262,1.18,230.8,400.2,41.3,2.79,Normal,0
2024-08-26 01:00:00+00:00,T10,27.06,1015.0,9.53,238,1.178,1199.6,1337.5,48.2,3.27,Normal,1
2024-08-26 02:00:00+00:00,T10,27.73,1016.3,6.25,170,1.177,147.9,0.0,39.7,2.85,Normal,2
2024-08-26 03:00:00+00:00,T10,27.71,1013.6,3.34,224,1.174,0.2,238.9,39.0,1.94,Normal,3
2024-08-26 04:00:00+00:00,T10,30.11,1017.4,9.53,222,1.169,1199.6,1219.5,51.7,3.17,Normal,4
2024-08-26 05:00:00+00:00,T10,31.2,1014.7,7.46,181,1.161,382.2,287.7,42.8,2.76,Normal,5
2024-08-26 06:00:00+00:00,T10,31.44,1016.1,6.44,164,1.162,175.4,24.3,41.8,2.94,Normal,6
2024-08-26 07:00:00+00:00,T10,32.3,1013.6,8.81,188,1.156,844.9,987.7,51.2,2.87,Normal,7
2024-08-26 08:00:00+00:00,T10,33.29,1014.0,5.05,191,1.153,37.1,138.3,43.0,1.53,Normal,8
2024-08-26 09:00:00+00:00,T10,34.97,1014.0,4.7,204,1.147,21.2,0.0,46.0,1.7,Normal,9
2024-08-26 10:00:00+00:00,T10,35.24,1014.0,7.36,182,1.145,357.1,589.1,50.9,1.88,Normal,10
2024-08-26 11:00:00+00:00,T10,34.7,1014.0,4.14,205,1.147,6.4,68.0,46.0,2.92,Normal,11
2024-08-26 12:00:00+00:00,T10,34.24,1014.6,5.82,209,1.15,96.6,35.0,44.7,2.79,Normal,12
2024-08-26 13:00:00+00:00,T10,32.06,1015.7,4.24,203,1.159,8.2,0.0,41.0,2.1,Normal,13
2024-08-26 14:00:00+00:00,T10,32.55,1014.2,5.89,211,1.156,104.0,0.0,44.3,3.08,Normal,14
2024-08-26 15:00:00+00:00,T10,30.31,1014.3,4.05,191,1.164,5.0,226.4,38.8,3.05,Normal,15
2024-08-26 16:00:00+00:00,T10,30.29,1013.2,0.85,161,1.163,0.0,0.0,41.4,2.38,Normal,16
2024-08-26 17:00:00+00:00,T10,28.89,1015.2,4.97,205,1.171,32.9,0.0,38.3,2.26,Normal,17
2024-08-26 18:00:00+00:00,T10,26.73,1012.6,3.34,227,1.176,0.2,0.0,37.9,2.67,Normal,18
2024-08-26 19:00:00+00:00,T10,25.75,1014.1,5.57,268,1.182,73.1,0.0,36.0,2.16,Normal,19
2024-08-26 20:00:00+00:00,T10,26.52,1011.0,4.52,152,1.175,15.1,16.5,34.7,3.96,Normal,20
2024-08-26 21:00:00+00:00,T10,25.54,1012.1,6.55,193,1.18,192.7,276.1,41.2,2.12,Normal,21
2024-08-26 22:00:00+00:00,T10,24.08,1012.6,4.05,190,1.187,5.0,0.0,34.5,2.71,Normal,22
2024-08-26 23:00:00+00:00,T10,22.39,1011.7,1.82,225,1.193,0.0,20.6,31.4,4.82,Normal,23
2024-08-27 00:00:00+00:00,T10,25.64,1015.0,4.35,205,1.183,10.6,3.9,35.0,2.8,Normal,0
2024-08-27 01:00:00+00:00,T10,26.89,1014.1,6.34,229,1.177,160.5,373.0,38.8,2.47,Normal,1
2024-08-27 02:00:00+00:00,T10,28.47,1010.0,4.84,253,1.167,26.8,99.0,40.3,3.8,Normal,2
2024-08-27 03:00:00+00:00,T10,28.28,1010.2,4.75,205,1.168,23.1,41.3,39.7,3.55,Normal,3
2024-08-27 04:00:00+00:00,T10,28.9,1011.6,7.82,223,1.167,482.4,500.6,42.7,2.82,Normal,4
2024-08-27 05:00:00+00:00,T10,31.19,1012.2,5.64,273,1.159,79.3,0.0,43.9,2.75,Normal,5
2024-08-27 06:00:00+00:00,T10,33.4,1011.6,7.06,253,1.15,288.3,335.2,44.4,4.11,Normal,6
2024-08-27 07:00:00+00:00,T10,32.44,1010.8,5.94,198,1.152,109.5,228.5,44.7,2.33,Normal,7
2024-08-27 08:00:00+00:00,T10,34.19,1009.1,2.54,292,1.144,0.0,0.0,44.9,2.66,Normal,8
2024-08-27 09:00:00+00:00,T10,33.89,1009.2,3.48,218,1.145,0.0,80.2,44.2,2.11,Normal,9
2024-08-27 10:00:00+00:00,T10,35.03,1007.7,4.02,247,1.139,0.0,0.0,44.3,3.35,Normal,10
2024-08-27 11:00:00+00:00,T10,33.42,1008.7,4.88,229,1.146,0.0,327.1,44.1,3.52,Normal,11
2024-08-27 12:00:00+00:00,T10,34.5,1009.9,2.73,224,1.144,0.0,0.0,42.4,3.25,Normal,12
2024-08-27 13:00:00+00:00,T10,33.17,1010.1,1.57,224,1.149,0.0,0.0,41.1,4.47,Normal,13
2024-08-27 14:00:00+00:00,T10,32.06,1007.9,2.85,255,1.15,0.0,0.0,42.7,2.8,Normal,14
2024-08-27 15:00:00+00:00,T10,31.93,1010.0,2.9,220,1.153,0.0,0.0,43.7,3.57,Normal,15
2024-08-27 16:00:00+00:00,T10,31.11,1011.2,1.98,200,1.158,0.0,71.4,40.1,2.53,Normal,16
2024-08-27 17:00:00+00:00,T10,26.95,1009.7,2.71,221,1.172,0.0,115.3,35.2,2.41,Normal,17
2024-08-27 18:00:00+00:00,T10,28.34,1009.8,6.66,234,1.167,211.2,100.9,38.8,2.07,Normal,18
2024-08-27 19:00:00+00:00,T10,26.42,1009.9,4.42,184,1.174,12.3,105.5,37.4,2.16,Normal,19
2024-08-27 20:00:00+00:00,T10,25.62,1009.5,3.47,246,1.177,0.4,82.9,35.5,2.39,Normal,20
2024-08-27 21:00:00+00:00,T10,26.33,1008.6,4.74,211,1.173,13.6,185.9,37.9,1.7,Normal,21
2024-08-27 22:00:00+00:00,T10,25.27,1008.8,8.14,240,1.178,585.0,539.9,40.9,2.65,Normal,22
2024-08-27 23:00:00+00:00,T10,25.97,1008.6,6.61,258,1.175,202.7,483.0,40.9,2.89,Normal,23
2024-08-28 00:00:00+00:00,T10,25.23,1009.1,6.05,220,1.178,122.2,0.0,32.9,2.09,Normal,0
2024-08-28 01:00:00+00:00,T10,25.8,1009.5,4.44,231,1.176,12.9,0.0,33.5,4.54,Normal,1
2024-08-28 02:00:00+00:00,T10,28.95,1010.5,4.14,198,1.165,6.4,0.0,38.2,2.19,Normal,2
2024-08-28 03:00:00+00:00,T10,30.51,1009.8,6.37,189,1.159,164.9,91.3,42.3,2.24,Normal,3
2024-08-28 04:00:00+00:00,T10,30.59,1010.2,6.69,159,1.159,129.9,0.0,41.1,2.91,Normal,4
2024-08-28 05:00:00+00:00,T10,31.85,1011.4,4.74,203,1.155,22.7,0.0,43.2,3.38,Normal,5
2024-08-28 06:00:00+00:00,T10,31.87,1010.8,5.3,184,1.155,52.4,0.0,43.7,3.02,Normal,6
2024-08-28 07:00:00+00:00,T10,32.33,1011.2,6.69,144,1.153,216.5,387.4,45.8,2.38,Normal,7
2024-08-28 08:00:00+00:00,T10,34.25,1010.1,3.61,208,1.145,1.0,167.0,44.1,2.98,Normal,8
2024-08-28 09:00:00+00:00,T10,36.04,1009.1,3.71,232,1.137,1.5,123.5,48.9,1.67,Normal,9
2024-08-28 10:00:00+00:00,T10,33.76,1012.1,6.21,212,1.149,142.5,190.6,45.3,2.5,Normal,10
2024-08-28 11:00:00+00:00,T10,34.54,1009.1,7.14,232,1.143,305.7,537.1,47.1,1.8,Normal,11
2024-08-28 12:00:00+00:00,T10,32.38,1010.2,5.87,195,1.152,101.8,0.0,42.6,1.15,Normal,12
2024-08-28 13:00:00+00:00,T10,33.56,1008.8,7.5,186,1.146,392.6,425.9,45.4,2.42,Normal,13
2024-08-28 14:00:00+00:00,T10,33.44,1010.2,7.67,204,1.148,438.8,366.7,44.6,3.25,Normal,14
2024-08-28 15:00:00+00:00,T10,30.13,1010.2,7.23,189,1.16,326.1,411.5,42.7,2.06,Normal,15
2024-08-28 16:00:00+00:00,T10,29.97,1011.4,5.09,166,1.162,39.3,132.9,40.2,3.13,Normal,16
2024-08-28 17:00:00+00:00,T10,30.23,1010.4,8.65,231,1.16,777.0,841.0,46.8,3.63,Normal,17
2024-08-28 18:00:00+00:00,T10,27.66,1008.7,7.67,211,1.168,438.8,228.7,40.4,3.64,Normal,18
2024-08-28 19:00:00+00:00,T10,25.41,1011.7,6.6,184,1.181,201.0,69.5,36.6,2.99,Normal,19
2024-08-28 20:00:00+00:00,T10,24.56,1012.0,4.98,213,1.184,33.4,63.2,34.8,2.44,Normal,20
2024-08-28 21:00:00+00:00,T10,23.56,1011.9,6.79,209,1.188,234.5,391.6,35.4,3.25,Normal,21
2024-08-28 22:00:00+00:00,T10,25.94,1011.4,3.76,230,1.178,1.9,0.0,35.3,4.15,Normal,22
2024-08-28 23:00:00+00:00,T10,24.35,1012.2,6.35,254,1.185,162.0,0.0,34.1,3.03,Normal,23
2024-08-29 00:00:00+00:00,T10,26.51,1013.4,3.22,208,1.178,0.0,0.0,36.2,2.0,Normal,0
2024-08-29 01:00:00+00:00,T10,27.0,1011.9,6.43,195,1.174,173.8,199.3,39.1,3.82,Normal,1
2024-08-29 02:00:00+00:00,T10,26.85,1011.7,9.27,262,1.175,1061.9,1019.2,43.7,2.78,Normal,2
2024-08-29 03:00:00+00:00,T10,28.11,1012.3,7.65,288,1.171,433.2,460.3,42.8,3.67,Normal,3
2024-08-29 04:00:00+00:00,T10,30.7,1013.0,9.73,215,1.161,1313.2,1308.9,50.2,3.3,Normal,4
2024-08-29 05:00:00+00:00,T10,31.6,1011.6,7.28,204,1.156,337.8,266.3,41.6,2.71,Normal,5
2024-08-29 06:00:00+00:00,T10,32.64,1013.9,7.4,203,1.155,367.0,181.3,41.9,2.53,Normal,6
2024-08-29 07:00:00+00:00,T10,32.14,1012.6,5.89,233,1.156,104.0,0.0,43.5,2.69,Normal,7
2024-08-29 08:00:00+00:00,T10,35.16,1014.3,7.79,235,1.146,473.5,517.8,50.4,3.36,Normal,8
2024-08-29 09:00:00+00:00,T10,34.25,1014.1,6.17,234,1.149,137.2,214.9,46.4,3.39,Normal,9
2024-08-29 10:00:00+00:00,T10,32.86,1013.8,7.91,258,1.154,509.9,447.2,44.0,3.23,Normal,10
2024-08-29 11:00:00+00:00,T10,33.99,1015.4,7.59,222,1.152,416.6,583.0,47.9,2.35,Normal,11
2024-08-29 12:00:00+00:00,T10,34.65,1013.1,5.11,222,1.147,40.5,0.0,44.7,3.13,Normal,12
2024-08-29 13:00:00+00:00,T10,34.98,1013.7,2.36,210,1.146,0.0,125.4,44.6,2.54,Normal,13
2024-08-29 14:00:00+00:00,T10,32.1,1015.0,4.98,268,1.158,33.4,0.0,42.0,3.32,Normal,14
2024-08-29 15:00:00+00:00,T10,29.92,1015.7,6.13,268,1.167,132.1,198.7,40.8,2.29,Normal,15
2024-08-29 16:00:00+00:00,T10,31.98,1015.2,5.09,273,1.159,39.3,44.5,43.6,2.87,Normal,16
2024-08-29 17:00:00+00:00,T10,29.03,1013.1,4.67,218,1.168,20.1,0.0,39.9,2.47,Normal,17
2024-08-29 18:00:00+00:00,T10,27.3,1015.3,5.52,266,1.177,68.9,0.0,39.3,3.28,Normal,18
2024-08-29 19:00:00+00:00,T10,25.51,1014.3,6.56,244,1.183,194.4,0.0,35.9,2.53,Normal,19
2024-08-29 20:00:00+00:00,T10,24.62,1017.2,0.82,242,1.19,0.0,128.4,33.7,2.2,Normal,20
2024-08-29 21:00:00+00:00,T10,26.7,1014.3,6.74,250,1.178,225.4,485.0,39.7,3.08,Normal,21
2024-08-29 22:00:00+00:00,T10,24.79,1015.0,6.5,218,1.187,184.7,0.0,35.0,1.28,Normal,22
2024-08-29 23:00:00+00:00,T10,24.68,1014.4,5.72,216,1.187,86.7,162.2,33.5,2.6,Normal,23
2024-08-30 00:00:00+00:00,T10,25.25,1013.2,4.6,182,1.183,17.6,58.2,36.5,2.37,Normal,0
2024-08-30 01:00:00+00:00,T10,27.84,1015.3,6.08,203,1.175,125.9,0.0,37.0,3.27,Normal,1
2024-08-30 02:00:00+00:00,T10,26.7,1015.5,6.63,196,1.18,206.1,129.2,37.4,2.9,Normal,2
2024-08-30 03:00:00+00:00,T10,29.25,1014.2,3.43,181,1.168,0.3,0.0,38.6,1.93,Normal,3
2024-08-30 04:00:00+00:00,T10,30.42,1014.3,6.64,210,1.164,124.7,216.5,41.7,3.81,Normal,4
2024-08-30 05:00:00+00:00,T10,31.62,1013.9,6.14,231,1.159,133.4,137.5,43.4,2.41,Normal,5
2024-08-30 06:00:00+00:00,T10,31.35,1015.9,7.62,199,1.162,424.8,681.8,47.0,2.57,Normal,6
2024-08-30 07:00:00+00:00,T10,34.07,1013.2,6.54,176,1.149,191.1,107.7,46.3,3.08,Normal,7
2024-08-30 08:00:00+00:00,T10,35.66,1014.4,4.83,183,1.144,26.4,0.0,45.6,4.49,Normal,8
2024-08-30 09:00:00+00:00,T10,34.54,1013.5,5.3,199,1.148,52.4,40.4,44.9,2.48,Normal,9
2024-08-30 10:00:00+00:00,T10,34.4,1014.9,5.66,237,1.15,81.1,0.0,43.7,2.32,Normal,10
2024-08-30 11:00:00+00:00,T10,33.44,1013.4,4.29,210,1.151,9.2,148.1,46.4,2.85,Normal,11
2024-08-30 12:00:00+00:00,T10,34.47,1011.8,4.94,201,1.146,31.5,322.0,45.3,2.09,Normal,12
2024-08-30 13:00:00+00:00,T10,33.61,1014.6,2.13,174,1.152,0.0,128.6,44.0,2.18,Normal,13
2024-08-30 14:00:00+00:00,T10,32.23,1014.1,2.16,211,1.157,0.0,13.3,45.6,1.72,Normal,14
2024-08-30 15:00:00+00:00,T10,31.77,1011.6,3.43,222,1.156,0.3,207.2,44.5,2.66,Normal,15
2024-08-30 16:00:00+00:00,T10,28.34,1013.8,1.67,187,1.171,0.0,0.0,37.0,2.69,Normal,16
2024-08-30 17:00:00+00:00,T10,29.13,1012.6,2.65,205,1.167,0.0,64.8,40.4,3.0,Normal,17
2024-08-30 18:00:00+00:00,T10,27.97,1012.4,4.83,188,1.171,26.4,55.5,39.2,2.96,Normal,18
2024-08-30 19:00:00+00:00,T10,26.43,1012.7,1.6,228,1.178,0.0,0.0,36.1,3.28,Normal,19
2024-08-30 20:00:00+00:00,T10,25.82,1009.9,2.64,247,1.177,0.0,11.7,35.5,2.64,Normal,20
2024-08-30 21:00:00+00:00,T10,26.15,1013.4,6.29,218,1.18,153.4,158.4,38.2,3.17,Normal,21
2024-08-30 22:00:00+00:00,T10,24.84,1013.5,4.35,232,1.185,10.6,0.0,34.3,2.06,Normal,22
2024-08-30 23:00:00+00:00,T10,24.46,1011.0,5.17,226,1.183,44.0,68.3,34.4,3.62,Normal,23
2024-08-31 00:00:00+00:00,T10,26.7,1012.3,4.6,195,1.176,17.6,102.9,37.9,3.19,Normal,0
2024-08-31 01:00:00+00:00,T10,26.06,1013.4,4.82,204,1.18,26.0,175.4,38.4,1.97,Normal,1
2024-08-31 02:00:00+00:00,T10,26.76,1011.6,6.08,213,1.175,125.9,402.0,39.3,2.18,Normal,2
2024-08-31 03:00:00+00:00,T10,27.36,1011.0,9.81,237,1.172,1360.6,1055.0,46.1,2.89,Normal,3
2024-08-31 04:00:00+00:00,T10,29.72,1010.6,7.78,230,1.162,470.5,576.6,44.8,3.24,Normal,4
2024-08-31 05:00:00+00:00,T10,30.49,1012.3,4.97,256,1.161,32.9,90.4,40.2,3.52,Normal,5
2024-08-31 06:00:00+00:00,T10,32.06,1010.6,7.87,254,1.154,497.6,60.8,41.8,2.82,Low Output,6
2024-08-31 07:00:00+00:00,T10,33.92,1010.8,8.28,271,1.147,634.1,648.8,50.2,2.46,Normal,7
2024-08-31 08:00:00+00:00,T10,34.26,1009.0,8.33,260,1.143,652.3,827.4,50.8,2.57,Normal,8
2024-08-31 09:00:00+00:00,T10,35.72,1011.4,4.12,234,1.141,6.1,11.5,44.8,3.24,Normal,9
2024-08-31 10:00:00+00:00,T10,35.43,1010.3,6.58,238,1.141,197.7,145.0,45.5,3.65,Normal,10
2024-08-31 11:00:00+00:00,T10,34.66,1011.4,9.28,198,1.145,1067.0,1066.4,52.2,3.38,Normal,11
2024-08-31 12:00:00+00:00,T10,33.94,1009.1,4.78,279,1.145,24.3,177.7,43.1,3.17,Normal,12
2024-08-31 13:00:00+00:00,T10,33.03,1008.5,5.97,230,1.147,112.9,201.9,43.9,3.86,Normal,13
2024-08-31 14:00:00+00:00,T10,33.35,1009.8,4.18,234,1.148,7.1,145.7,44.9,2.83,Normal,14
2024-08-31 15:00:00+00:00,T10,31.23,1008.3,3.44,286,1.154,0.4,458.6,44.0,1.93,Normal,15
2024-08-31 16:00:00+00:00,T10,29.65,1008.0,5.19,210,1.16,45.2,0.0,36.3,1.8,Normal,16
2024-08-31 17:00:00+00:00,T10,29.57,1010.3,7.22,226,1.163,323.8,203.5,40.1,3.23,Normal,17
2024-08-31 18:00:00+00:00,T10,27.08,1010.7,7.15,225,1.173,307.9,445.6,38.7,3.11,Normal,18
2024-08-31 19:00:00+00:00,T10,25.9,1009.7,4.19,215,1.176,7.3,0.0,35.1,2.89,Normal,19
2024-08-31 20:00:00+00:00,T10,24.65,1008.2,5.64,235,1.179,79.3,366.3,38.3,2.7,Normal,20
2024-08-31 21:00:00+00:00,T10,25.55,1008.1,5.19,227,1.176,45.2,0.0,32.5,2.54,Normal,21
2024-08-31 22:00:00+00:00,T10,25.12,1009.9,3.32,231,1.18,0.1,0.0,35.2,1.9,Normal,22
2024-08-31 23:00:00+00:00,T10,25.32,1009.9,7.69,221,1.179,444.4,789.5,44.0,2.34,Normal,23
2024-08-01 00:00:00+00:00,T11,25.77,1012.3,5.72,259,1.18,80.7,0.0,33.6,3.03,Normal,0
2024-08-01 01:00:00+00:00,T11,27.98,1011.3,6.41,266,1.17,159.1,403.5,40.5,2.2,Normal,1
2024-08-01 02:00:00+00:00,T11,27.32,1012.5,5.68,210,1.174,77.2,255.0,38.9,3.46,Normal,2
2024-08-01 03:00:00+00:00,T11,27.73,1013.4,7.38,263,1.173,337.1,96.7,39.8,3.85,Normal,3
2024-08-01 04:00:00+00:00,T11,28.89,1012.5,8.5,257,1.168,667.4,845.7,44.7,3.23,Normal,4
2024-08-01 05:00:00+00:00,T11,30.1,1013.0,2.44,228,1.164,0.0,40.8,40.0,3.34,Normal,5
2024-08-01 06:00:00+00:00,T11,32.33,1012.6,7.27,237,1.155,312.3,188.4,41.8,2.74,Normal,6
2024-08-01 07:00:00+00:00,T11,32.78,1013.8,5.68,228,1.155,77.2,33.9,41.6,2.16,Normal,7
2024-08-01 08:00:00+00:00,T11,35.34,1013.7,3.29,238,1.145,0.1,103.8,46.8,2.56,Normal,8
2024-08-01 09:00:00+00:00,T11,34.61,1012.9,6.88,290,1.147,234.3,63.4,44.6,2.45,Normal,9
2024-08-01 10:00:00+00:00,T11,35.07,1014.1,6.19,222,1.146,130.2,376.2,47.8,2.35,Normal,10
2024-08-01 11:00:00+00:00,T11,36.47,1015.0,6.8,218,1.142,0.0,0.0,45.7,3.03,Normal,11
2024-08-01 12:00:00+00:00,T11,35.32,1014.2,4.04,267,1.145,0.0,0.0,45.4,1.95,Normal,12
2024-08-01 13:00:00+00:00,T11,33.34,1013.7,8.81,237,1.152,0.0,0.0,44.3,3.96,Normal,13
2024-08-01 14:00:00+00:00,T11,32.93,1013.8,5.46,193,1.154,0.0,7.8,46.3,1.68,Normal,14
2024-08-01 15:00:00+00:00,T11,32.15,1013.2,4.91,213,1.156,0.0,0.0,44.1,3.14,Normal,15
2024-08-01 16:00:00+00:00,T11,29.79,1015.8,7.61,222,1.168,0.0,0.0,40.6,2.28,Normal,16
2024-08-01 17:00:00+00:00,T11,26.89,1012.9,6.36,218,1.176,152.2,223.1,38.3,3.84,Normal,17
2024-08-01 18:00:00+00:00,T11,28.08,1014.3,6.72,241,1.173,206.5,300.2,41.8,3.18,Normal,18
2024-08-01 19:00:00+00:00,T11,27.13,1014.5,7.15,265,1.177,286.7,562.2,42.0,3.61,Normal,19
2024-08-01 20:00:00+00:00,T11,26.15,1015.3,2.45,228,1.182,0.0,0.0,37.5,2.58,Normal,20
2024-08-01 21:00:00+00:00,T11,24.35,1015.0,8.59,237,1.189,700.7,620.4,37.9,2.68,Normal,21
2024-08-01 22:00:00+00:00,T11,24.89,1014.0,5.64,206,1.185,73.8,0.0,35.0,3.2,Normal,22
2024-08-01 23:00:00+00:00,T11,24.64,1013.7,7.13,248,1.186,282.6,169.1,37.0,3.52,Normal,23
